Dif. SG_N,Dif. SG_P,Early round SD_N,Early round SD_P,Elong. SD_N,Elong. SD_P,Late round SD_N,Late round SD_P,Macrophage_N,Macrophage_P,SC.I_N,SC.I_P,SC.II_N,SC.II_P,Sertoli_N,Sertoli_P,Undif. SG_N,Undif. SG_P
USP34,2.999263097136498e-22,PPP3R2,9.27940228892023e-11,LOC105372637,8.27566631865056e-39,LOC107984555,1.0569115121591338e-33,SELENOP,3.6218708215200675e-05,PHIP,2.892737441017901e-15,CHIC2,6.561179493088987e-36,TAB3,5.2600085489755096e-11,FHIP1A,9.758521220229139e-10
TUBGCP5,4.523364733498631e-22,TBPL1,1.0663816958028884e-10,MAP4K3-DT,3.979046533116649e-39,CTXN2-AS1,1.1036122335334367e-33,ABCA8,3.7576273905623084e-05,C5orf47,3.0352707111115945e-15,ZMYND10,1.1160251847318443e-35,ALDH1A1,5.284205415009697e-11,IQCJ-SCHIP1,1.0451722638177328e-09
CACNA2D1,4.1333396335663924e-22,IRAG1-AS1,1.024102001063901e-10,LOC105372959,4.675889892878131e-39,H1-8,1.0144020146358563e-33,SLC16A9,3.795121428503936e-05,TUBG1,4.091344143128163e-15,GRIN3A,2.4546381961000734e-35,WNK3,5.387201418085698e-11,LDLRAD3,1.1124801409982576e-09
EPN2,5.116966030104427e-22,SPAG1,1.1129415773257567e-10,LOC105378448,1.1555241639121995e-38,FABP12,8.631431557718326e-34,OAZ1,3.837989955151495e-05,CCDC152,4.469994654970881e-15,MAGI3,1.0094762233242256e-35,PABIR2,5.5470458031397084e-11,LOC105370291,1.1469253086480422e-09
KIF13A,4.442922819340824e-22,RTN4RL2,1.1748725649778097e-10,OTUB2,1.1862385085251517e-38,TRIM33,8.87857785559564e-34,LGALS3,4.578626242233333e-05,LOC102724938,4.488057072085707e-15,SMDT1,2.030391236560421e-35,TRERF1,5.393230774503102e-11,LOC102724036,1.4308344047650987e-09
RNF216,4.345146679037167e-22,CRNDE,1.0592751558639516e-10,SNX13,1.0737831284371972e-38,LOC107985855,1.8110533092099572e-33,SNED1,4.6661888979945856e-05,DOCK3,3.90721332305906e-15,PIN1,3.2184164912541803e-35,JAM2,5.683037491588978e-11,SEMA3A,1.4542113155391508e-09
LOC105371013,8.804964192396295e-22,TEX22,1.1349240858065173e-10,TNFAIP6,7.244466424570522e-39,NAA20,9.807941442609307e-34,EEF2,4.611899340312397e-05,MSH5-SAPCD1,4.90973768262645e-15,LINC00879,4.652780509141119e-35,PDK3,5.895296400007932e-11,AFF1,1.614602831097652e-09
EZH2,7.513421458274208e-22,LOC105376823,1.3076525735634217e-10,FRAT2,1.5530437772236896e-38,ASTN2-AS1,2.2248691050142507e-33,MSMO1,4.743515682838539e-05,POT1-AS1,4.469994654970881e-15,NOVA1,3.3383768880613123e-35,SENP5,5.017700390035774e-11,LRRTM4,1.6980131942750443e-09
SDHAF3,1.2640989311108537e-21,LOC105372733,1.2300262222462916e-10,HERPUD2-AS1,2.391821861440231e-38,SPATA46,2.4520911468137448e-33,ECHDC2,5.07426872649127e-05,LOC105374497,5.2950960957511316e-15,ACYP1,5.17162377830626e-35,CAMK2D,6.291476542294591e-11,SNTG2,1.6579521425553438e-09
TRIO,8.082312081177781e-22,DEF6,1.3833457170513646e-10,SAMD4A,1.0721908791497475e-38,MARCHF1,2.8458310960181067e-33,MGST3,5.1248825986021226e-05,CCDC14,7.430665383763857e-15,H3-5,1.4785244775117055e-34,PEAK1,5.775503879011882e-11,TMEM131L,1.8983435726222964e-09
DOCK3,7.5131893985605125e-22,CCDC60,1.4112458916052818e-10,CA9,2.810506874412668e-38,VGLL3,2.1409719307320048e-33,MGST1,5.1902667863234096e-05,RPS27L,7.902640188171958e-15,SELENOS,6.706780738861873e-35,UBR4,6.579137258085139e-11,MCTP1,1.9346428731544533e-09
LINC02515,1.5198560448095536e-21,RSPH1,1.531404340789035e-10,ARPP19,2.0058480217730355e-38,CHRDL2,7.37594241302552e-33,MED13L,5.1248825986021226e-05,MAGI3,9.245637275099583e-15,ANKRD36B,1.8670069353550965e-34,LRIG2,6.155537028291297e-11,PDE10A,2.0150970778322942e-09
PCCA,9.31884929271754e-22,AGBL4,1.4506168308840176e-10,LOC105370552,3.3586677729139966e-38,ARMH2,5.984698767163446e-33,RORA,5.5236575929593754e-05,RPS7,9.389841386686044e-15,LOC105375993,2.6921668672300534e-34,SDK2,6.415457451956271e-11,EFNA5,2.1882667676376506e-09
LOC112268302,1.1107673104770955e-21,CCDC175,1.637117397549409e-10,DNAJA4,4.1683835497846165e-38,SEMA6A-AS1,5.9885599779307877e-33,HNRNPDL,5.41825138846123e-05,RPLP2,9.351747714022935e-15,LINC01360,2.9932230503359864e-34,ITGB8,6.794116992131327e-11,ADGRB3,2.045328926310521e-09
R3HDM2,1.3245830826754237e-21,LOC101929408,1.747118923783498e-10,LOC105372706,7.481580876397965e-38,GOLGA6L9,5.417683065722783e-33,RPL39,5.607338266712532e-05,MALAT1,4.091344143128163e-15,HDAC4-AS1,2.154350694900745e-34,PSME4,6.893289360821256e-11,SCHIP1,2.2293826391744214e-09
NT5C,1.5627186691759077e-21,SBNO1-AS1,1.8662169591928567e-10,ZNHIT3,6.03257883361596e-38,TMEM190,2.2298478228961675e-33,PTPRG,5.65995914057725e-05,LINC00865,1.1545320839061193e-14,RANGRF,1.4337470322527343e-34,ARHGEF10,7.428998710863932e-11,DCLK2,2.230756294293981e-09
FMN1,1.1954666709974138e-21,LOC101927609,1.8919607637176414e-10,ATP6V1A,4.400771287788653e-38,LKAAEAR1,7.546348708354987e-33,SIMC1,6.127123992360407e-05,IFT122,1.1429975845081491e-14,SLCO6A1,2.5669951964732734e-34,ACE2,7.721625164956006e-11,TMEM117,2.1056177387454287e-09
HMGA1,1.604788556965281e-21,CCDC110,2.1098741116346803e-10,PLCZ1,3.3764411957098934e-38,ATF5,4.234363619328432e-33,SEC22B,6.273045090173329e-05,KANSL1L,1.3886216386632892e-14,REXO5,2.4045385169523235e-34,NCK2,7.676632916342967e-11,THSD4,2.2563419780549715e-09
BUD23,1.2702055029901296e-21,C12orf60,1.932676783080822e-10,ST6GALNAC2,8.603143994902589e-38,LOC102723447,1.5263004778175308e-32,MIR503HG,6.487638527213499e-05,PPIG,1.479653050014718e-14,FAM181A,5.6464054386028866e-34,HSD17B12,7.760300110230611e-11,NUDT14,2.6394651853765878e-09
MGMT,1.664596110025455e-21,C9orf135,2.2301179460606045e-10,FGF14-AS1,1.5202188363910646e-37,DNAJC4,1.0785672168359072e-32,ABCA9,7.365534003635598e-05,VSNL1,2.355466671723814e-14,RNF17,4.972580869607838e-34,KLHL4,8.366611391275209e-11,KLHL29,2.7398679112836834e-09
DDX18,2.3084012731953063e-21,LUC7L2,2.1832030658544766e-10,OSGIN2,8.937813415006278e-38,TJP3,9.343849797451981e-33,PBX1,7.355961593671147e-05,SHOC1,2.2209232352077492e-14,RBAKDN,3.0871095210476385e-34,ATP2C1,7.895739135796745e-11,CNTN4-AS2,2.7623128259610323e-09
POU2F1,2.189981719659243e-21,ZSWIM2,2.580632991486088e-10,P3R3URF-PIK3R3,1.1058118471283403e-37,CAPN3,1.5863382367429507e-32,ALDOA,7.445683626608868e-05,MYT1L,2.3870663799994387e-14,C22orf15,1.6364910277749134e-33,APPBP2,8.615825799629527e-11,TJP1,2.719847794555593e-09
COPS6,2.69631285921594e-21,ISCA2,2.51456451342059e-10,TMEM132B,7.853862903158904e-38,VASH2,2.157549498421951e-32,PLPP3,7.622632975492334e-05,RPL35,2.208697598387325e-14,CCDC38,3.918224538233586e-33,KAT6B,8.577307510566407e-11,LOC107984787,3.132685277432817e-09
SMC1B,2.3435854934820238e-21,ERICH6,2.631114930573883e-10,LINC01315,2.617182173608063e-37,LOC105375322,1.9213201388146326e-32,ZIM2,7.658549386810799e-05,ASZ1,2.6586346537421607e-14,ANKRD18A,2.034375643967973e-33,SLC45A4,9.574383608354835e-11,GRM7,3.3503616922261547e-09
REPS1,3.17633730918821e-21,NEK11,2.9451479503914545e-10,TRIM66,2.2437730212766404e-37,LINC01837,2.0286829812792132e-32,RUNX1T1,7.761121694814063e-05,RANBP17,2.472873823048223e-14,DNAI1,3.8024627536374754e-33,CGN,9.842354705634307e-11,NCKAP5,3.3414588240748988e-09
TXNDC11,3.3876991589321448e-21,LINC01322,3.1338851951698036e-10,TSSK6,2.511206229541085e-37,LOC105375361,5.305444443084982e-32,IGFBP2,8.107964011695089e-05,DAZL,2.8201205634469e-14,NDUFS4,2.076189487260631e-33,TBL1X,9.574383608354835e-11,SHANK2,3.330347977302169e-09
SDC2,3.776908898226161e-21,LOC101927420,3.1717775913478137e-10,FNDC11,1.4857017046622896e-37,NAALADL2,1.767129018884464e-32,ABO,8.381167222113706e-05,CPLANE1,2.802578007867435e-14,MRPL52,1.794107283472824e-33,JPX,1.0839868121794474e-10,GPC3,3.6023079307682157e-09
UBE2I,3.562114873500791e-21,LINC00643,3.32788128449606e-10,LINC01837,2.1648265839447987e-37,NKX6-1,4.31095179680944e-32,TMEM245,8.348434938070453e-05,PSMA8,3.311492151378795e-14,NDUFB9,2.224971072815976e-33,CD63,1.1210455798883134e-10,PTPRJ,3.776677672152516e-09
PDIA4,4.1989088024505125e-21,KCTD16,3.2568828559046194e-10,LMNB2,2.6833824786813914e-37,LOC102723831,5.731042026343428e-32,LDLR,8.514511343900184e-05,COX3,2.931357625091677e-14,NDUFC2-KCTD14,3.763351384607537e-33,ARHGAP20,1.143804860410141e-10,PPM1L,3.831696578224848e-09
SMG1,3.577290372256133e-21,DCDC2,3.4680998880002534e-10,SUN5,2.7169647227153086e-37,JARID2-AS1,3.699460009831758e-32,MBNL1,8.675253185978485e-05,RPL3,2.848680008845965e-14,RPS27A,1.5905244782801908e-33,MTCL1,1.1400277395330602e-10,SLC8A1,3.98220561819697e-09
ERC1,3.0117594176689047e-21,NEBL,5.016859744080945e-10,FBXO24,2.511206229541085e-37,ATP6V1E2,5.293533609940551e-32,RPL11,8.454257189887714e-05,DPH7,3.70605919725747e-14,CUTC,4.9771446765188565e-33,GAS6,1.1546662265589551e-10,FBLN7,4.070397756457034e-09
LOC107987100,5.128540490552358e-21,EXOSC10-AS1,6.086292644748984e-10,VGLL3,2.4627365071573255e-37,LOC102724637,8.967017256793512e-32,LTBP4,8.826222621539576e-05,TERB1,3.4396390191284725e-14,KIF5B,3.841405033167067e-33,UST,1.191894807119112e-10,BCAS3,4.541488536335939e-09
PPP3CA,4.089430291569782e-21,C20orf27,5.960169772239191e-10,LINC01492,1.8353220796919104e-37,INPP4B,4.2074717176327964e-32,ANXA5,9.022289255143384e-05,RPLP1,2.9919268056572497e-14,CFAP53,3.0978163331322875e-33,ABCC1,9.452418445729028e-11,LINC01194,4.741074524149771e-09
C1GALT1,6.368343882611492e-21,DNAH7,5.888606012840756e-10,CCDC188,6.896402367165426e-37,SPATA9,7.237875910526434e-32,RPL19,8.866801559223653e-05,NUFIP1,3.811558516693325e-14,PHPT1,7.0953150270191e-33,ARHGAP17,1.194229381080352e-10,DOCK10,4.809301810578575e-09
MRPS5,6.295245909156272e-21,LOC105374974,6.089485144185317e-10,SETD9,2.6017844637461503e-37,LUZP2,7.194596858791238e-32,PRDX2,9.185404037777196e-05,MPC1,3.8280205484756746e-14,LINC02113,1.1673512969655432e-32,SS18,1.2033705543822166e-10,ERG,5.2021404158271565e-09
TSEN54,7.669036408280635e-21,CNBD1,5.921499356921721e-10,UBOX5-AS1,6.39052397183828e-37,LOC101929622,1.0110343869538613e-31,LGALS1,9.286976148054546e-05,TIMM8B,3.8715891467278216e-14,SNHG8,1.49366598943389e-32,SCD5,1.2429756193685877e-10,INO80-AS1,5.273257855027328e-09
NUTM2B-AS1,6.275586731564354e-21,GRIA1,6.449863349648083e-10,LOC107986939,8.077019775962452e-37,C7orf61,9.132395397753742e-32,FOSL2,9.476945820668753e-05,RB1CC1,4.116025907727226e-14,C9orf57,2.2384064496646784e-32,LGR4,1.2732437304064323e-10,PDSS2,5.4654076946955e-09
LOC107985508,9.030655566344638e-21,DRC3,6.355872107129357e-10,SH3RF2,5.218843330166102e-37,CCDC63,7.422032654787066e-32,PID1,9.465059961109002e-05,SLC4A8,4.302705805757481e-14,SLC35G6,2.169524325295627e-32,STK10,1.3463881455840542e-10,LINC01828,5.945357004386953e-09
FBP2,1.0090680721928322e-20,WDR53,6.730102858467612e-10,ORMDL3,1.2761771830019227e-36,TMEM108,8.227962113927914e-32,ALDH1A1,9.476945820668753e-05,LINC02820,4.5724189137499866e-14,ELOB,9.173537952171473e-33,DCBLD2,1.5111894060417132e-10,NRG1,6.405673529043923e-09
RPS2,8.570185668327369e-21,C2orf81,8.138330806787937e-10,TEX26,7.306443281347721e-37,DMXL1-DT,9.531434814186319e-32,ANXA2,9.705781783419195e-05,SHOC2,4.6526477074764155e-14,TUBA3C,1.8238287501100353e-32,LOC105373348,1.6021358531553311e-10,ADAM23,6.827571406409868e-09
HS3ST4,7.985068847111581e-21,SPAG6,8.592911811252893e-10,ASNS,1.2358218757939299e-36,GNAO1-DT,1.2045586307701897e-31,IGF1,9.808181857167072e-05,CFAP300,4.836858249291091e-14,STAG3L5P-PVRIG2P-PILRB,2.637488737275443e-32,NDRG4,1.4701560837721558e-10,LGSN,6.905021339136868e-09
FAF1,7.862386329799805e-21,KRT10,8.768050967707052e-10,CALR3,1.178124307935894e-36,ENOX1,9.519579841179463e-32,LDB2,9.815508356702531e-05,RCN2,4.7413402602428476e-14,POMP,2.001214316809374e-32,ITFG1,1.5415588360632318e-10,ZC3H12B,7.112658667835181e-09
NLGN4X,1.3139510992376043e-20,CLGN,8.336919669770023e-10,SBDS,2.2273415312027333e-36,LOC105376611,2.085591031679593e-31,PEG3,9.885663025212759e-05,EXOC6B,4.7570550040073523e-14,NDUFA3,3.490408440851612e-32,ARHGAP26,1.6431418037306214e-10,CCDC3,7.277428592505641e-09
ZMYND8,1.3124389372555341e-20,UPP2,9.917265480019818e-10,SELENOK,1.238678084212131e-36,LOC101927078,1.012066922973529e-31,CYBRD1,9.888945916137127e-05,SDF2L1,6.443639311977249e-14,NDUFC2,5.34587974127224e-32,EVI5,1.667764999218588e-10,KCNB2,7.702619614388223e-09
EVL,1.34190078331678e-20,SUPT4H1,9.770197294476256e-10,C19orf71,2.061627251482388e-36,SPTY2D1OS,4.4930146592307377e-32,CYP11A1,0.00010153012013227034,MSH5,7.086040765521129e-14,DNAJC15,6.049842716913708e-32,ANKS1A,1.6745545983746886e-10,LRIG3-DT,8.719707713346175e-09
SAMD5,1.5129159509303217e-20,FAM183A,1.008313419458958e-09,SWI5,1.1516033597723027e-36,amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D,2.1270598648326115e-31,ANK2,0.00010385763125497721,CHIC2,6.744314478563679e-14,POLK,1.1636853317299625e-31,RHOBTB3,1.7148017053943515e-10,HDAC9,8.503947998989895e-09
DICER1,1.920739188834752e-20,EGLN2,1.020353895477709e-09,LOXHD1,2.6957841510083098e-36,CLSTN2,1.8564813081695836e-31,COL15A1,0.00010725648740055448,GINS2,7.807277808625232e-14,MORN2,7.064551511922829e-32,AFF4,1.579841766648948e-10,CSMD1,8.719707713346175e-09
LOC112267956,2.1011800805395854e-20,COA6,1.0557874430515928e-09,SLC25A37,2.0766996263845827e-36,TMCO5A,2.372184958041658e-31,PGRMC1,0.00010882016193316621,TRIM44,7.499279883697227e-14,BCAP29,1.24989912933319e-31,BCAT1,1.740644940805573e-10,RGS6,9.112772031711892e-09
SMC4,2.1744795366662413e-20,LINC00348,1.0735385533181911e-09,FDPS,4.050270742358179e-36,LOC102724057,3.3491852704613006e-31,TANC1,0.00011483595689062497,TCTN1,7.580778579863125e-14,CCDC88A,7.863767776432217e-32,CTNNA2,1.7905755000063713e-10,LOC105378178,9.60795981797342e-09
TAF1,2.7011784207767864e-20,SPEF1,1.2187890409945142e-09,ZNF32-AS3,7.004913317767224e-36,FAM24B,4.695905446487041e-31,ADH5,0.00011748857269662044,GALNTL6,8.018675122235328e-14,ADAM18,2.2880957814036952e-31,N4BP2L2,1.6818209185807894e-10,LOC105374971,9.570455323194993e-09
DLL3,3.5689845457340866e-20,SPATA33,1.354999204246324e-09,RETREG1-AS1,7.928099743661938e-36,LOC441155,4.644296963783365e-31,PVT1,0.00011828914239982516,GBX1,9.473210923485622e-14,C12orf60,2.56564021953938e-31,OSBPL9,1.804098383507509e-10,TENM2,9.651254034379677e-09
LOC107984294,3.306308497573541e-20,C1orf56,1.4173883180757835e-09,LINC01517,6.231954244525017e-36,LMNTD1,4.998398696836349e-31,PDGFRA,0.0001215299754774667,DDIT3,9.985929152248734e-14,TBCA,2.621235197156068e-31,GRIA4,1.9654612584742316e-10,CUX1,9.657078158467702e-09
SGSM1,4.118424330254644e-20,CCDC40,1.505449860620012e-09,FAM71F1,6.239968883424336e-36,PABPC4-AS1,7.49348958737353e-31,RPS6,0.00011917652190825629,ELOC,9.515978046102366e-14,SAC3D1,4.718485880181318e-31,MTSS1,1.9463340769376094e-10,LOC101928978,1.129297752375222e-08
EVI5,4.037685967388962e-20,CFAP43,1.514579757322575e-09,LOC105374292,1.770565839363423e-35,FAM209B,6.498372286788398e-31,RPL10A,0.00012206946205264643,HFM1,1.1044591451322701e-13,SYNGR4,4.408145618094536e-31,SND1,2.1647642502725427e-10,GNG7,1.143027593271346e-08
LOC105374656,6.0649837613927e-20,LOC107984035,1.5558657897997576e-09,CD46,1.12979087793642e-35,LOC105375318,1.3909355658400345e-30,PSAP,0.0001245965377167348,C12orf40,1.1293507305082832e-13,C3orf14,3.9310183612466436e-31,UNC5C,2.2803299444738937e-10,MYT1L,1.1316054479031472e-08
UBA2,9.60280351383357e-20,ODAD2,1.658489193934178e-09,RAD51L3-RFFL,1.7992434862654108e-35,CDYL,1.078931555418924e-30,ZFYVE16,0.00012798824466428167,UBE2T,1.5224501461153922e-13,HINT1,2.9799300923698105e-31,DOCK5,2.3064673398159845e-10,HS6ST3,1.1497191849486502e-08
MLLT3,9.643629052596851e-20,LOC101928401,1.8310381308318156e-09,LOC101927882,7.541102067004056e-36,SPACA6,2.0676338074712052e-30,LOC100507412,0.00012845604543741115,MEIOC,1.5564937975430212e-13,RCN2,4.219049336498526e-31,SRGAP1,2.2635157868304343e-10,CAMK1D,1.204775434985423e-08
SLC25A36,9.687621304778746e-20,ZNF295-AS1,1.9028807264211966e-09,CCNY,8.997477756439029e-36,RGSL1,3.197964318658985e-30,EGFR,0.00013247222936206432,PTBP2,1.550841953572898e-13,TACC3,6.537601404464378e-31,ARNT2,2.505114567952451e-10,MED13L,1.1937447534512783e-08
PTPN4,9.449831441550055e-20,RSPH10B2,2.0356314939970647e-09,LINC01333,1.2389445288444572e-35,TMEM270,2.4750182827362764e-30,FNDC3B,0.00013890957676858498,ATF7IP2,2.058039652854872e-13,SNHG32,8.050248291893777e-31,DEFB119,2.535825273334892e-10,UTF1,1.3211945415958682e-08
PRAME,1.5960255936478895e-19,C7orf57,2.1803945662860542e-09,SPATA24,1.3699022751521207e-35,SMCP,1.9090021788420706e-30,RPS27,0.00013625724943221298,RPS28,2.125772492106543e-13,PTPN22,9.91114326864814e-31,LOC105373347,2.6109388175081435e-10,LINC01945,1.3288352369762492e-08
EIF4A1,1.570528729686713e-19,GRM7-AS3,2.3566822982332713e-09,KRTDAP,1.2587979887280174e-35,POLR1H,4.717079211184709e-30,LRMDA,0.00014685702302380966,LINC01206,2.2724626781108577e-13,CCDC112,1.180691963825487e-30,PLEKHG1,2.446485197612794e-10,CNTNAP3B,1.3149086282359217e-08
PHF8,1.7373158707097377e-19,MIR9-1HG,2.4789469201036428e-09,LOC105378345,3.538404068445953e-35,LOC107986838,6.013922004469219e-30,TXNRD1,0.00014885177437863717,KIF1A,3.0523814359765984e-13,PDCD5,6.183465144375846e-31,SLF2,2.8163197499567126e-10,EPM2A,1.424581575657028e-08
XIST,1.9714825587430423e-19,C4orf47,2.57112531052748e-09,FAM8A1,2.41411852910312e-35,LOC105374555,5.262066262476977e-30,ARL15,0.00015556102414636175,SON,2.6157646728490457e-13,GCSAML,1.0633791798481612e-30,ENAH,2.6002851677779134e-10,LOC105374510,1.5065504355849435e-08
CNTN4-AS2,1.919091462139112e-19,IZUMO4,2.5241787415342836e-09,SH3BP5,3.0940537453226373e-35,LINC00927,3.917842515339681e-30,PEBP1,0.0001567368654468824,LINC01692,4.126824955674302e-13,UNC50,1.3180533394729352e-30,PSAP,2.930533956077795e-10,LINC02511,1.6035344313024098e-08
ZCCHC7,1.4782859025416716e-19,LOC112268071,2.744739294107569e-09,PSPH,1.8017992739164969e-35,LOC105378726,9.103482157190654e-30,NFIB,0.0001579675554268662,CGB2,4.817921216748203e-13,COPS9,9.646841568453594e-31,INF2,3.024648312931376e-10,ELMO1,1.6135792590918635e-08
LOC105376755,1.7270535269020132e-19,PHTF1,3.073378980424627e-09,GSG1,2.263984486865904e-35,CTNND2,3.940316181886031e-30,SNCG,0.00016096754484726676,MYL12B,4.614419930956516e-13,SLC25A31,1.637238244664031e-30,PTK2,2.592704176639286e-10,CLYBL,1.732620315695303e-08
NIPSNAP2,2.176758941318349e-19,MRPL47,3.17223672062177e-09,AGAP5,7.32307991788832e-35,LOC105373449,7.100134422779741e-30,SH3PXD2B,0.00016041187420544372,LOC105376103,4.685093410752507e-13,FAM228A,1.9238204226273935e-30,ND1,3.207240354910398e-10,SSBP2,1.7233555682162915e-08
CACNB4,1.8777718897675565e-19,PIFO,3.301507384032773e-09,PCP2,5.479702194737661e-35,GPR158,9.585362632040566e-30,HSPA12A,0.00016002351873272176,KDM2A,5.831086512973378e-13,LOC105376108,2.8730204942862036e-30,TRRAP,3.1483207907474084e-10,LINC-PINT,1.709687184022032e-08
LOC105371755,2.7611107261895766e-19,LOC101929006,3.798619845049402e-09,DGAT2,4.075841429081211e-35,LOC107987103,8.663582185683671e-30,RPLP1,0.00016414801931695182,SCAF11,6.071006518149306e-13,CEP128,2.9457043125077027e-30,MAP1B,3.6693330172745283e-10,CASK,1.7380311531532773e-08
PNISR,2.361082865983694e-19,REEP5,3.839402661884478e-09,GFI1B,8.425012817479808e-35,NTNG1,9.384067689145768e-30,PRKAR2B,0.00017004844198863721,SPO11,7.585479680182351e-13,ARL3,2.7637404890856037e-30,MTRNR2L8,3.323004521281857e-10,IGF1R,1.7381957105923964e-08
LINC00408,2.727117823319033e-19,SSBP4,4.532969649078869e-09,RARA-AS1,1.0746539029683852e-34,CCDC183,1.6974495764797907e-29,MAGED2,0.00017083148152023707,IGFL2,7.707370287070917e-13,FUT8,1.9662408705979977e-30,TMEM135,3.607954950571232e-10,PPP2R3A,1.9530710011206234e-08
PAFAH1B3,3.5786220820432546e-19,TRIM52-AS1,4.575265452146587e-09,BRD9,5.218545948197066e-35,DLG2-AS2,2.360375070294419e-29,LRFN5,0.0001768575836786966,POLN,8.380799401003888e-13,LOC101928743,6.908253698659815e-30,NINL,3.681024287919585e-10,RARB,2.1069457984670132e-08
THADA,3.065335291277995e-19,GRM3,5.034050259578977e-09,BANF2,7.279715565558697e-35,LINC00570,2.2623869494492783e-29,COL1A2,0.0001794241966407826,USP47,7.749327396971357e-13,CLOCK,3.814683924262835e-30,ANKRD17,3.610468140941866e-10,GAS7,2.373241489212355e-08
ID3,5.262727918656189e-19,IQCH,5.396974831595086e-09,TEX38,3.340798686283512e-35,PKIA,1.8061848725803582e-29,C7,0.0001801841991360146,NUF2,8.547323344133577e-13,PPP1R1C,7.015508219342549e-30,RORA,3.600056529975035e-10,LOC105374520,2.5456041102508863e-08
CNTN4,3.8221053061658243e-19,UQCC2,6.101014830903955e-09,MOCS3,1.1414466168220323e-34,MAILR,1.3953492769177908e-29,ARHGAP10,0.00018131988135862507,LOC102724701,8.007878638802037e-13,PDE3B,7.868633986210775e-30,PTBP3,4.1519652716869645e-10,SGPP2,2.4918747535681343e-08
LSM7,4.332517538624629e-19,MAST4,6.004335096390432e-09,TEX49,4.19391888541779e-35,GOLGA6L10,2.81035052351699e-29,FBXO9,0.00018523790993975458,KRT10-AS1,9.948571422367444e-13,DUS4L-BCAP29,6.306078970559527e-30,LRP8,4.451611872902276e-10,LOC105378797,2.7402695722006374e-08
GMPR,5.68114261466963e-19,LOC105377035,6.600876068489229e-09,LOC102723324,1.1672585514519604e-34,LINC02424,4.6408766644920125e-29,MEF2C,0.00018491181179111673,TIMM29,1.1262200272185586e-12,CDKL2,1.186495684475246e-29,ZMYM2,4.4764708414390006e-10,LOC102724210,2.82983661342203e-08
SLC25A21,3.330666291710176e-19,WFDC3,6.276303717155098e-09,GTF3C2,1.4622659631342219e-34,PAIP2B,4.007562927532341e-29,UACA,0.00018621122863461516,SELENOT,1.2130688191877816e-12,C4orf46,1.6414980385943596e-29,PCBD2,5.187711397157835e-10,SLCO1B3-SLCO1B7,2.8908634658902228e-08
APP,3.908039052395984e-19,LARP6,6.855094716343297e-09,H3-3A,5.388359453435857e-35,LINC00626,3.86832410628459e-29,RACK1,0.0001841181217848232,GPHN,1.1433750214480033e-12,STK31,1.123432383466311e-29,ARHGAP10,5.097016335318954e-10,MAGI1,2.6549410261273344e-08
RSRP1,4.553992576524072e-19,FANK1,6.641830413614047e-09,LOC107986439,3.3586706559294076e-34,GALNTL5,2.651757601539949e-29,GJA1,0.00018793952993713565,UBE2E2,1.1459472189770544e-12,ESR2,2.1632786517801428e-29,ITCH,4.872116055689653e-10,PDGFD,2.8588238037581486e-08
LSM1,5.21513093448167e-19,ZNF133-AS1,7.157507542794292e-09,LOC105379882,3.964947986575664e-34,LOC107984195,7.216377835013783e-29,PDZRN3,0.00018801713201194644,ANKRD12,1.3014989849916789e-12,PPIA,2.2432197152505784e-29,OSBPL10,5.328458176000717e-10,GPM6B,2.9756339544106543e-08
RTCB,5.667627472549133e-19,LOC105375144,7.564392588292766e-09,UQCRB,1.1769889172026875e-34,LOC105373461,4.9552527907378453e-29,PTCH2,0.00020174223569641573,NDUFV3,1.372792538670868e-12,SETX,2.2957225869112204e-29,KLF8,5.506184495193592e-10,ADAMTS19,3.080256209101132e-08
MIF,5.464746385582379e-19,TTLL9,7.713920093412304e-09,MTX1,3.6537269039101895e-34,FNDC3B,4.148057659964098e-29,ITPR1,0.0002066955545087205,LOC105379364,1.4421171078441326e-12,C2orf88,2.639162460884738e-29,ST6GAL2,5.734865391881275e-10,LOC105371356,3.3270810881488474e-08
SRBD1,6.309449991917775e-19,LINC01327,8.023803536488083e-09,XYLT2,4.643494006288259e-34,SERP2,3.866351228240944e-29,AFF2,0.000208831111870813,RPL23,1.426898562763266e-12,TEX30,2.572819183030874e-29,MIR99AHG,5.528519669322264e-10,RGS14,3.5164047106674835e-08
RPLP1,5.171665144748113e-19,CFAP206,7.968755116699597e-09,TOR1AIP1,6.147809940692885e-34,CATSPER4,6.583428931457875e-29,IFITM1,0.00020938596600224513,REXO5,1.4308047568410895e-12,SAYSD1,6.582066323080209e-29,RAB31,5.815319665656616e-10,CPAMD8,3.3992848127070834e-08
IL17RA,7.434173371240626e-19,TMIGD3,8.220081771624821e-09,LOC107984104,9.79824107229935e-34,CCDC54,6.638420737848188e-29,MAML2,0.00020981079407349747,TMEM140,1.5123664480168465e-12,SNX14,5.758238010220091e-29,DENND4A,5.672449899692328e-10,SGCD,3.3418586162168504e-08
LINC01266,6.275064136962247e-19,SIVA1,8.221063857040107e-09,LELP1,3.5755774165737385e-34,LOC107984035,4.3127526933953656e-29,MAP1B,0.00021389951497878534,LOC107986114,1.9321260809496815e-12,COPZ2,9.568255185564002e-29,SH3D19,5.793914085168337e-10,SLC7A14-AS1,3.6489469161567145e-08
